Accession	GenbankAcc	Length	Taxid	ProjectID	TaxName	Replicon	Create Date	Update Date
NC_007953.1	CP000272.1	1471779	266265	57823	Burkholderia xenovorans LB400	chromosome 3	Apr 11 2006	Jun 10 2013  5:09:14:330PM
NC_007954.1	CP000302.1	4545906	318161	58263	Shewanella denitrificans OS217	chromosome 	Apr 11 2006	Jun 10 2013  5:11:00:066PM
NC_007955.1	CP000300.1	2575032	259564	58023	Methanococcoides burtonii DSM 6242	chromosome 	Apr 11 2006	Jun 10 2013  5:08:16:200PM
NC_007958.1	CP000283.1	4892717	316057	58441	Rhodopseudomonas palustris BisB5	chromosome 	Apr 12 2006	Jun 10 2013  5:11:36:316PM
NC_007959.1	CP000320.1	294829	323097	58293	Nitrobacter hamburgensis X14	plasmid 1	Apr 15 2006	Jul 30 2013  6:33:31:720PM
NC_007960.1	CP000321.1	188318	323097	58293	Nitrobacter hamburgensis X14	plasmid 2	Apr 15 2006	Jun 10 2013  5:12:05:583PM
NC_007961.1	CP000322.1	121408	323097	58293	Nitrobacter hamburgensis X14	plasmid 3	Apr 15 2006	May 23 2013 10:52:10:083AM
NC_007963.1	CP000285.1	3696649	290398	62921	Chromohalobacter salexigens DSM 3043	chromosome 	Apr 17 2006	Jun 10 2013  5:12:22:256PM
NC_007964.1	CP000319.1	4406967	323097	58293	Nitrobacter hamburgensis X14	chromosome 	Apr 17 2006	Jun 10 2013  5:13:01:870PM
NC_007968.1	CP000324.1	41221	335284	58373	Psychrobacter cryohalolentis K5	plasmid 1	Apr 20 2006	May 23 2013 10:53:52:066AM
NC_007969.1	CP000323.1	3059876	335284	58373	Psychrobacter cryohalolentis K5	chromosome 	Apr 20 2006	Jun 10 2013  5:13:24:000PM
NC_007971.2	CP000354.2	233720	266264	57815	Cupriavidus metallidurans CH34	plasmid pMOL30	Apr 27 2006	Jun 10 2013 10:24:23:350PM
NC_007972.2	CP000355.2	171459	266264	57815	Cupriavidus metallidurans CH34	plasmid pMOL28	Apr 27 2006	Jun 10 2013 10:24:21:263PM
NC_007973.1	CP000352.1	3928089	266264	57815	Cupriavidus metallidurans CH34	chromosome 	Apr 27 2006	Jun 10 2013  5:13:48:493PM
NC_007974.2	CP000353.2	2580084	266264	250	Cupriavidus metallidurans CH34	plasmid megaplasmid	Apr 27 2006	Aug 27 2013  9:16:08:833AM
NC_007984.1	CP000238.1	686194	374463	58111	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	chromosome 	May 5 2006	Jun 10 2013  5:14:07:333PM
NC_008009.1	CP000360.1	5650368	204669	58479	Candidatus Koribacter versatilis Ellin345	chromosome 	May 9 2006	Jun 10 2013  5:14:24:796PM
NC_008010.2	CP000358.2	574127	319795	58275	Deinococcus geothermalis DSM 11300	plasmid pDGEO01	May 9 2006	Jun 10 2013  5:34:18:666PM
NC_008011.1	AM180252.1	1457619	363253	61575	Lawsonia intracellularis PHE/MN1-00	chromosome 	May 9 2006	Jun 10 2013  5:15:12:543PM
NC_008012.1	AM180253.1	27048	363253	61575	Lawsonia intracellularis PHE/MN1-00	plasmid 1	May 9 2006	May 23 2013 10:56:41:926AM
NC_008013.1	AM180254.1	39794	363253	61575	Lawsonia intracellularis PHE/MN1-00	plasmid 2	May 9 2006	May 23 2013 10:56:42:886AM
NC_008014.1	AM180255.1	194553	363253	61575	Lawsonia intracellularis PHE/MN1-00	plasmid 3	May 9 2006	Jun 10 2013  5:14:39:806PM
NC_008021.1	CP000259.1	1836467	370551	58569	Streptococcus pyogenes MGAS9429	chromosome 	May 9 2006	Aug 28 2013  5:52:28:050PM
NC_008022.1	CP000260.1	1928252	370552	58571	Streptococcus pyogenes MGAS10270	chromosome 	May 9 2006	Sep  6 2013  2:19:54:946PM
NC_008023.1	CP000261.1	1860355	370553	58573	Streptococcus pyogenes MGAS2096	chromosome 	May 9 2006	Aug 28 2013  5:58:51:893PM
NC_008024.1	CP000262.1	1937111	370554	58575	Streptococcus pyogenes MGAS10750	chromosome 	May 9 2006	Aug 28 2013  6:02:07:656PM
NC_008025.1	CP000359.1	2467205	319795	58275	Deinococcus geothermalis DSM 11300	chromosome 	May 9 2006	Jun 10 2013  5:14:49:620PM
NC_008027.1	CT573326.1	5888780	384676	58639	Pseudomonas entomophila L48	chromosome 	May 31 2006	Jun 10 2013  5:18:26:456PM
NC_008036.1	CP000357.1	28543	317655	58351	Sphingopyxis alaskensis RB2256	plasmid F plasmid	May 17 2006	May 23 2013 10:58:52:256AM
NC_008042.1	CP000375.1	130973	292414	58193	Ruegeria sp. TM1040	plasmid unnamed	May 23 2006	May 23 2013 10:58:54:286AM
NC_008043.1	CP000376.1	821788	292414	58193	Ruegeria sp. TM1040	plasmid mega plasmid	May 23 2006	Jun 10 2013  5:16:42:956PM
NC_008044.1	CP000377.1	3200938	292414	58193	Ruegeria sp. TM1040	chromosome 	May 23 2006	Jun 10 2013  5:17:09:480PM
NC_008048.1	CP000356.1	3345170	317655	58351	Sphingopyxis alaskensis RB2256	chromosome 	May 30 2006	Jun 10 2013  5:17:41:200PM
NC_008054.1	CR954253.1	1864998	390333	58647	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	chromosome 	May 31 2006	Jun 10 2013  5:17:56:653PM
NC_008060.1	CP000378.1	3294563	331271	58371	Burkholderia cenocepacia AU 1054	chromosome 1	Jun 5 2006	Jun 10 2013  5:19:05:180PM
NC_008061.1	CP000379.1	2788459	331271	58371	Burkholderia cenocepacia AU 1054	chromosome 2	Jun 5 2006	Jun 10 2013  5:19:25:110PM
NC_008062.1	CP000380.1	1196094	331271	58371	Burkholderia cenocepacia AU 1054	chromosome 3	Jun 5 2006	Jun 10 2013  5:19:41:746PM
NC_008086.1	CP000241.1	1596366	357544	58517	Helicobacter pylori HPAG1	chromosome 	Jun 7 2006	Jun 10 2013  5:19:51:873PM
NC_008087.1	CP000242.1	9370	357544	58517	Helicobacter pylori HPAG1	plasmid pHPAG1	Jun 7 2006	May 23 2013 11:04:32:113AM
NC_008095.1	CP000113.1	9139763	246197	58003	Myxococcus xanthus DK 1622	chromosome 	Jun 9 2006	Jun 10 2013  5:20:30:153PM
NC_008118.1	CP000306.1	100918	377628	58609	Yersinia pestis Nepal516	plasmid pMT	Jun 12 2006	May 23 2013 11:06:28:790AM
NC_008119.1	CP000307.1	10778	377628	58609	Yersinia pestis Nepal516	plasmid pPCP	Jun 12 2006	May 23 2013 11:06:29:306AM
NC_008120.1	CP000309.1	96471	360102	58607	Yersinia pestis Antiqua	plasmid pMT	Jun 12 2006	May 23 2013 11:06:26:076AM
NC_008121.1	CP000310.1	10777	360102	58607	Yersinia pestis Antiqua	plasmid pPCP	Jun 12 2006	May 23 2013 11:06:26:663AM
NC_008122.1	CP000311.1	70299	360102	58607	Yersinia pestis Antiqua	plasmid pCD	Jun 12 2006	May 23 2013 11:06:27:693AM
NC_008146.1	CP000384.1	5705448	164756	58465	Mycobacterium sp. MCS	chromosome 	Jun 12 2006	Jun 10 2013  5:21:24:003PM
NC_008147.1	CP000385.1	215075	164756	58465	Mycobacterium sp. MCS	plasmid Plasmid1	Jun 12 2006	Jun 10 2013  5:21:42:593PM
NC_008148.1	CP000386.1	3225748	266117	58057	Rubrobacter xylanophilus DSM 9941	chromosome 	Jun 12 2006	Jun 10 2013  5:21:58:583PM
NC_008149.1	CP000305.1	4534590	377628	58609	Yersinia pestis Nepal516	chromosome 	Jun 12 2006	Jun 10 2013  5:22:58:450PM
NC_008150.1	CP000308.1	4702289	360102	58607	Yersinia pestis Antiqua	chromosome 	Jun 12 2006	Jun 10 2013  5:22:30:393PM
NC_008209.1	CP000362.1	4133097	375451	58597	Roseobacter denitrificans OCh 114	chromosome 	Jul 25 2006	Jun 10 2013  5:27:55:656PM
NC_008212.1	AM180088.1	3132494	362976	58673	Haloquadratum walsbyi DSM 16790	chromosome 	Jul 25 2006	Aug 27 2013  9:05:28:520AM
NC_008213.1	AM180089.1	46867	362976	58673	Haloquadratum walsbyi DSM 16790	plasmid PL47	Jun 26 2006	May 23 2013 11:10:40:936AM
NC_008226.1	AM180356.1	7881	272563	57679	Clostridium difficile 630	plasmid pCD630	Jul 25 2006	Jul 22 2013  6:01:47:686PM
NC_008228.1	CP000388.1	5187005	342610	58283	Pseudoalteromonas atlantica T6c	chromosome 	Jun 30 2006	Jun 10 2013  5:23:35:903PM
NC_008229.1	AM260522.1	1553927	382638	58685	Helicobacter acinonychis str. Sheeba	chromosome 	Jul 1 2006	Jun 10 2013  5:23:58:473PM
NC_008230.1	AM260523.1	3661	382638	58685	Helicobacter acinonychis str. Sheeba	plasmid pHac1	Jul 1 2006	May 23 2013 11:11:59:006AM
NC_008242.1	CP000389.1	343931	266779	58069	Chelativorans sp. BNC1	plasmid 1	Jul 14 2006	Jun 10 2013  5:24:15:913PM
NC_008243.1	CP000391.1	131247	266779	58069	Chelativorans sp. BNC1	plasmid 2	Jul 14 2006	May 23 2013 11:12:05:386AM
NC_008244.1	CP000392.1	47561	266779	58069	Chelativorans sp. BNC1	plasmid 3	Jul 14 2006	May 23 2013 11:12:06:993AM
NC_008245.1	AM286280.1	1892616	393115	58693	Francisella tularensis subsp. tularensis FSC198	chromosome 	Jul 25 2006	Jun 10 2013  5:27:34:063PM
NC_008253.1	CP000247.1	4938920	362663	58531	Escherichia coli 536	chromosome 	Jul 24 2006	Jun 10 2013  5:25:48:916PM
NC_008254.1	CP000390.1	4412446	266779	58069	Chelativorans sp. BNC1	chromosome 	Jul 24 2006	Jun 10 2013  5:24:38:963PM
NC_008255.1	CP000383.1	4433218	269798	57651	Cytophaga hutchinsonii ATCC 33406	chromosome 	Jul 24 2006	Jun 10 2013  5:25:06:853PM
NC_008258.1	CP000266.1	4574284	373384	58583	Shigella flexneri 5 str. 8401	chromosome 	Jul 28 2006	Jun 10 2013  5:29:14:960PM
NC_008260.1	AM286690.1	3120143	393595	58169	Alcanivorax borkumensis SK2	chromosome 	Jul 28 2006	Jun 10 2013  5:29:43:523PM
NC_008261.1	CP000246.1	3256683	195103	57901	Clostridium perfringens ATCC 13124	chromosome 	Jul 28 2006	Jun 10 2013  5:28:27:096PM
NC_008268.1	CP000431.1	7804765	101510	58325	Rhodococcus jostii RHA1	chromosome 	Jul 31 2006	Jun 10 2013  5:30:35:913PM
NC_008269.1	CP000432.1	1123075	101510	58325	Rhodococcus jostii RHA1	plasmid pRHL1	Jul 31 2006	Jun 10 2013  5:31:20:880PM
NC_008270.1	CP000433.1	442536	101510	58325	Rhodococcus jostii RHA1	plasmid pRHL2	Jul 31 2006	Jun 10 2013  5:31:28:956PM
NC_008271.1	CP000434.1	332361	101510	58325	Rhodococcus jostii RHA1	plasmid pRHL3	Jul 31 2006	Jun 10 2013  5:31:37:026PM
NC_008273.1	CP000400.1	30017	390236	58653	Borrelia afzelii PKo	plasmid cp30	Aug 2 2006	May 23 2013 11:35:09:260AM
NC_008274.1	CP000402.1	26533	390236	58653	Borrelia afzelii PKo	plasmid cp27	Aug 2 2006	May 23 2013 11:35:10:153AM
NC_008277.1	CP000395.1	905394	390236	58653	Borrelia afzelii PKo	chromosome 	Aug 2 2006	Aug 27 2013  8:42:25:766AM
NC_008278.1	CT573213.2	7497934	326424	58695	Frankia alni ACN14a	chromosome 	Aug 7 2006	Aug 27 2013  6:20:20:943AM
NC_008309.1	CP000436.1	2007700	205914	57929	Haemophilus somnus 129PT	chromosome 	Aug 30 2006	Jun 10 2013  5:33:13:970PM
NC_008312.1	CP000393.1	7750108	203124	57925	Trichodesmium erythraeum IMS101	chromosome 	Aug 30 2006	Jun 10 2013  5:33:54:163PM
NC_008313.1	AM260479.1	4052032	381666	62925	Ralstonia eutropha H16	chromosome 1	Sep 1 2006	Jun 10 2013  5:34:34:550PM
NC_008314.1	AM260480.1	2912490	381666	62925	Ralstonia eutropha H16	chromosome 2	Oct 26 2006	Jun 10 2013  5:46:41:970PM
NC_008319.1	CP000435.1	2606748	64471	58123	Synechococcus sp. CC9311	chromosome 	Sep 5 2006	Jun 10 2013  5:35:07:200PM
NC_008320.1	CP000445.1	6499	60481	58343	Shewanella sp. MR-7	plasmid Plasmid1	Sep 4 2006	May 23 2013 11:39:37:430AM
NC_008321.1	CP000446.1	4706287	60480	58345	Shewanella sp. MR-4	chromosome 	Sep 5 2006	Jun 10 2013  5:35:35:373PM
NC_008322.1	CP000444.1	4792610	60481	58343	Shewanella sp. MR-7	chromosome 	Sep 5 2006	Jun 10 2013  5:36:10:393PM
NC_008340.1	CP000453.1	3275944	187272	58467	Alkalilimnicola ehrlichii MLHE-1	chromosome 	Sep 13 2006	Jun 10 2013  5:36:34:140PM
NC_008341.1	CP000451.1	65132	335283	58363	Nitrosomonas eutropha C91	plasmid Plasmid1	Sep 14 2006	May 23 2013 11:42:43:136AM
NC_008342.1	CP000452.1	55635	335283	58363	Nitrosomonas eutropha C91	plasmid Plasmid2	Sep 14 2006	May 23 2013 11:42:44:046AM
NC_008343.1	CP000394.1	2708355	391165	58661	Granulibacter bethesdensis CGDNIH1	chromosome 	Sep 14 2006	Jun 10 2013  5:37:00:276PM
NC_008344.1	CP000450.1	2661057	335283	58363	Nitrosomonas eutropha C91	chromosome 	Sep 14 2006	Jul 30 2013  6:34:22:163PM
NC_008345.1	CP000447.1	4845257	318167	58265	Shewanella frigidimarina NCIMB 400	chromosome 	Sep 15 2006	Jun 10 2013  5:37:54:213PM
NC_008346.1	CP000448.1	2936195	335541	58179	Syntrophomonas wolfei subsp. wolfei str. Goettingen	chromosome 	Sep 15 2006	Jun 10 2013  5:38:22:863PM
NC_008347.1	CP000449.1	3368780	394221	58689	Maricaulis maris MCS10	chromosome 	Sep 15 2006	Jun 10 2013  5:38:43:796PM
NC_008358.1	CP000158.1	3705021	228405	58433	Hyphomonas neptunium ATCC 15444	chromosome 	Sep 19 2006	Jun 10 2013  5:39:02:230PM
NC_008369.1	CP000437.1	1895727	393011	58687	Francisella tularensis subsp. holarctica OSU18	chromosome 	Sep 25 2006	Jun 10 2013  5:39:24:430PM
NC_008378.1	AM236086.1	870021	216596	57955	Rhizobium leguminosarum bv. viciae 3841	plasmid pRL12	Oct 17 2006	Jun 10 2013  5:41:15:283PM
NC_008379.1	AM236083.1	352782	216596	57955	Rhizobium leguminosarum bv. viciae 3841	plasmid pRL9	Oct 17 2006	Jun 10 2013  5:41:18:896PM
NC_008380.1	AM236080.1	5057142	216596	57955	Rhizobium leguminosarum bv. viciae 3841	chromosome 	Oct 17 2006	Jun 10 2013  5:41:32:316PM
NC_008381.1	AM236084.1	488135	216596	57955	Rhizobium leguminosarum bv. viciae 3841	plasmid pRL10	Oct 17 2006	Jun 10 2013  5:41:44:126PM
NC_008382.1	AM236081.1	151564	216596	57955	Rhizobium leguminosarum bv. viciae 3841	plasmid pRL7	Oct 17 2006	Jun 10 2013  1:10:25:926PM
NC_008383.1	AM236082.1	147463	216596	57955	Rhizobium leguminosarum bv. viciae 3841	plasmid pRL8	Oct 17 2006	Jun 10 2013  1:10:18:600PM
NC_008384.1	AM236085.1	684202	216596	57955	Rhizobium leguminosarum bv. viciae 3841	plasmid pRL11	Oct 17 2006	Jun 10 2013  5:41:51:630PM
NC_008385.1	CP000443.1	43581	339670	58303	Burkholderia ambifaria AMMD	plasmid 1	Sep 27 2006	Jun 27 2013  8:20:17:386PM
NC_008386.1	CP000464.1	106469	375451	58597	Roseobacter denitrificans OCh 114	plasmid pTB1	Sep 27 2006	May 23 2013 11:46:55:086AM
NC_008387.1	CP000465.1	69269	375451	58597	Roseobacter denitrificans OCh 114	plasmid pTB2	Sep 27 2006	May 23 2013 11:46:56:430AM
NC_008388.1	CP000466.1	16575	375451	58597	Roseobacter denitrificans OCh 114	plasmid pTB3	Sep 27 2006	May 23 2013 11:46:57:080AM
NC_008389.1	CP000467.1	5824	375451	58597	Roseobacter denitrificans OCh 114	plasmid pTB4	Sep 27 2006	May 23 2013 11:46:57:380AM
NC_008390.1	CP000440.1	3556545	339670	58303	Burkholderia ambifaria AMMD	chromosome 1	Sep 27 2006	Jun 27 2013  8:20:36:706PM
NC_008391.1	CP000441.1	2646969	339670	58303	Burkholderia ambifaria AMMD	chromosome 2	Sep 28 2006	Jun 27 2013  8:20:54:213PM
NC_008392.1	CP000442.1	1281472	339670	58303	Burkholderia ambifaria AMMD	chromosome 3	Sep 28 2006	Jun 27 2013  8:20:20:203PM
NC_008435.1	CP000463.1	5505494	316055	58445	Rhodopseudomonas palustris BisA53	chromosome 	Oct 4 2006	Jun 10 2013  5:40:14:040PM
NC_008463.1	CP000438.1	6537648	208963	57977	Pseudomonas aeruginosa UCBPP-PA14	chromosome 	Oct 11 2006	Jun 10 2013  5:40:52:476PM
NC_008496.1	CP000415.1	37367	203120	57919	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	plasmid pLEUM1	Oct 21 2006	Jun 27 2013  8:35:07:286PM
NC_008497.1	CP000416.1	2291220	387344	57989	Lactobacillus brevis ATCC 367	chromosome 	Oct 21 2006	Jun 10 2013  5:42:39:816PM
NC_008498.1	CP000417.1	13413	387344	57989	Lactobacillus brevis ATCC 367	plasmid 1	Oct 21 2006	May 23 2013 11:55:56:833AM
NC_008499.1	CP000418.1	35595	387344	57989	Lactobacillus brevis ATCC 367	plasmid 2	Oct 21 2006	May 23 2013 11:55:57:393AM
NC_008500.1	CP000420.1	4449	322159	58327	Streptococcus thermophilus LMD-9	plasmid 1	Oct 21 2006	May 23 2013 11:53:02:783AM
NC_008501.1	CP000421.1	3361	322159	58327	Streptococcus thermophilus LMD-9	plasmid 2	Oct 21 2006	May 23 2013 11:53:03:123AM
NC_008502.1	CP000424.1	29061	321967	57985	Lactobacillus casei ATCC 334	plasmid 1	Oct 21 2006	Jun 27 2013  8:33:25:240PM
NC_008503.1	CP000426.1	14041	272622	57983	Lactococcus lactis subsp. cremoris SK11	plasmid 1	Oct 21 2006	May 24 2013  2:55:21:306PM
NC_008504.1	CP000427.1	9554	272622	57983	Lactococcus lactis subsp. cremoris SK11	plasmid 2	Oct 21 2006	May 23 2013 11:52:56:833AM
NC_008505.1	CP000428.1	74750	272622	57983	Lactococcus lactis subsp. cremoris SK11	plasmid 3	Oct 21 2006	May 23 2013 11:52:57:940AM
NC_008506.1	CP000429.1	47208	272622	57983	Lactococcus lactis subsp. cremoris SK11	plasmid 4	Oct 21 2006	May 23 2013 11:52:58:893AM
NC_008507.1	CP000430.1	14206	272622	57983	Lactococcus lactis subsp. cremoris SK11	plasmid 5	Oct 21 2006	May 23 2013 11:52:59:346AM
NC_008508.1	CP000348.1	3614446	355276	58507	Leptospira borgpetersenii serovar Hardjo-bovis str. L550	chromosome 1	Oct 21 2006	Jun 27 2013  8:34:59:706PM
NC_008509.1	CP000349.1	317336	355276	58507	Leptospira borgpetersenii serovar Hardjo-bovis str. L550	chromosome 2	Oct 21 2006	Jun 27 2013  8:35:06:143PM
NC_008510.1	CP000350.1	3576473	355277	58509	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197	chromosome 1	Oct 21 2006	Jun 10 2013  5:42:20:390PM
NC_008511.1	CP000351.1	299762	355277	58509	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197	chromosome 2	Oct 21 2006	Jun 10 2013  5:42:29:783PM
NC_008512.1	AP009180.1	159662	387662	58773	Candidatus Carsonella ruddii PV	chromosome 	Oct 21 2006	May 23 2013 11:56:00:750AM
NC_008513.1	CP000263.1	416380	372461	58579	Buchnera aphidicola BCc	chromosome 	Oct 24 2006	Jun 10 2013  5:43:45:223PM
NC_008525.1	CP000422.1	1832387	278197	57981	Pediococcus pentosaceus ATCC 25745	chromosome 	Oct 23 2006	Aug 27 2013  2:58:16:260AM
NC_008526.1	CP000423.1	2895264	321967	57985	Lactobacillus casei ATCC 334	chromosome 	Oct 23 2006	Aug 27 2013  9:06:41:193AM
NC_008527.1	CP000425.1	2438589	272622	57983	Lactococcus lactis subsp. cremoris SK11	chromosome 	Oct 24 2006	Aug 27 2013  9:06:27:360AM
NC_008528.1	CP000411.1	1780517	203123	59417	Oenococcus oeni PSU-1	chromosome 	Oct 23 2006	Jun 10 2013  5:42:51:980PM
NC_008529.1	CP000412.1	1856951	321956	57987	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	chromosome 	Oct 24 2006	Aug 27 2013  9:07:09:166AM
NC_008530.1	CP000413.1	1894360	324831	57687	Lactobacillus gasseri ATCC 33323	chromosome 	Oct 24 2006	Jun 10 2013  5:45:14:230PM
NC_008531.1	CP000414.1	2038396	203120	57919	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	chromosome 	Oct 24 2006	Aug 26 2013  9:10:34:256PM
NC_008532.1	CP000419.1	1856368	322159	58327	Streptococcus thermophilus LMD-9	chromosome 	Oct 24 2006	Aug 27 2013  9:06:56:186AM
NC_008533.1	CP000410.1	2046115	373153	58581	Streptococcus pneumoniae D39	chromosome 	Oct 24 2006	Jun 10 2013  5:43:50:670PM
NC_008536.1	CP000473.1	9965640	234267	58139	Candidatus Solibacter usitatus Ellin6076	chromosome 	Oct 24 2006	Jun 10 2013  5:44:31:770PM
NC_008537.1	CP000455.1	159538	290399	58141	Arthrobacter sp. FB24	plasmid 1	Oct 25 2006	May 23 2013 12:05:51:633PM
NC_008538.1	CP000456.1	115507	290399	58141	Arthrobacter sp. FB24	plasmid 2	Oct 25 2006	May 23 2013 12:05:54:466PM
NC_008539.1	CP000457.1	96488	290399	58141	Arthrobacter sp. FB24	plasmid 3	Oct 25 2006	May 23 2013 12:05:56:820PM
NC_008541.1	CP000454.1	4698945	290399	58141	Arthrobacter sp. FB24	chromosome 1	Oct 25 2006	Jun 10 2013  5:45:36:210PM
NC_008542.1	CP000458.1	3483902	331272	58369	Burkholderia cenocepacia HI2424	chromosome 1	Oct 26 2006	Jun 10 2013  5:46:03:340PM
NC_008543.1	CP000459.1	2998664	331272	58369	Burkholderia cenocepacia HI2424	chromosome 2	Oct 26 2006	Jun 10 2013  5:46:26:726PM
NC_008544.1	CP000460.1	1055417	331272	58369	Burkholderia cenocepacia HI2424	chromosome 3	Oct 26 2006	Jun 10 2013  5:45:48:803PM
NC_008545.1	CP000461.1	164857	331272	58369	Burkholderia cenocepacia HI2424	plasmid 1	Oct 26 2006	Jun 10 2013  5:45:53:136PM
NC_008553.1	CP000477.1	1879471	349307	58469	Methanosaeta thermophila PT	chromosome 	Oct 27 2006	Jun 10 2013  5:47:17:363PM
NC_008554.1	CP000478.1	4990251	335543	58177	Syntrophobacter fumaroxidans MPOB	chromosome 	Oct 27 2006	Jun 10 2013  5:46:59:726PM
NC_008555.1	AM263198.1	2814130	386043	61605	Listeria welshimeri serovar 6b str. SLCC5334	chromosome 	Oct 30 2006	Jun 10 2013  5:47:29:520PM
NC_008563.1	CP000468.1	5082025	405955	58623	Escherichia coli APEC O1	chromosome 	Nov 8 2006	Jun 10 2013  5:48:21:723PM
NC_008564.1	CP000396.1	59958	390236	58653	Borrelia afzelii PKo	plasmid lp60	Nov 8 2006	May 23 2013 12:13:30:163PM
NC_008565.1	CP000397.1	59804	390236	58653	Borrelia afzelii PKo	plasmid lp60-2	Nov 8 2006	Aug 27 2013  8:42:28:183AM
NC_008566.1	CP000398.1	34273	390236	58653	Borrelia afzelii PKo	plasmid lp34	Nov 8 2006	May 23 2013 12:13:32:330PM
NC_008567.1	CP000399.1	32368	390236	58653	Borrelia afzelii PKo	plasmid lp32	Nov 8 2006	Aug 27 2013  8:42:28:496AM
NC_008568.1	CP000401.1	28533	390236	58653	Borrelia afzelii PKo	plasmid lp28	Nov 8 2006	May 23 2013 12:13:33:843PM
NC_008569.1	CP000403.1	24794	390236	58653	Borrelia afzelii PKo	plasmid lp25	Nov 8 2006	May 23 2013 12:13:34:970PM
NC_008570.1	CP000462.1	4744448	380703	58617	Aeromonas hydrophila subsp. hydrophila ATCC 7966	chromosome 	Nov 8 2006	Aug 27 2013  8:11:42:990AM
NC_008571.1	CU207366.1	3798465	411154	58881	Gramella forsetii KT0803	chromosome 	Dec 29 2006	Jun 10 2013  5:58:27:123PM
NC_008573.1	CP000470.1	278942	94122	58347	Shewanella sp. ANA-3	plasmid 1	Nov 10 2006	Jun 10 2013  5:48:38:920PM
NC_008576.1	CP000471.1	4719581	156889	57833	Magnetococcus marinus MC-1	chromosome 	Nov 13 2006	Jun 10 2013  5:49:15:073PM
NC_008577.1	CP000469.1	4972204	94122	58347	Shewanella sp. ANA-3	chromosome 1	Nov 13 2006	Jun 10 2013  5:48:52:616PM
NC_008578.1	CP000481.1	2443540	351607	58501	Acidothermus cellulolyticus 11B	chromosome 	Nov 13 2006	Jun 10 2013  5:49:31:753PM
NC_008593.1	CP000382.1	2547720	386415	58643	Clostridium novyi NT	chromosome 	Nov 29 2006	Jun 10 2013  5:50:15:773PM
NC_008595.1	CP000479.1	5475491	243243	57693	Mycobacterium avium 104	chromosome 	Nov 29 2006	Jun 10 2013  5:50:33:743PM
NC_008596.1	CP000480.1	6988209	246196	57701	Mycobacterium smegmatis str. MC2 155	chromosome 	Nov 29 2006	Jul 22 2013  6:02:52:823PM
NC_008598.1	CP000486.1	55939	412694	58795	Bacillus thuringiensis str. Al Hakam	plasmid pALH1	Nov 29 2006	May 23 2013 12:19:29:463PM
NC_008599.1	CP000487.1	1773615	360106	58545	Campylobacter fetus subsp. fetus 82-40	chromosome 	Nov 29 2006	Jun 10 2013  5:51:40:586PM
NC_008600.1	CP000485.1	5257091	412694	58795	Bacillus thuringiensis str. Al Hakam	chromosome 	Nov 29 2006	Jun 10 2013  5:51:59:640PM
NC_008601.1	CP000439.1	1910031	401614	58499	Francisella novicida U112	chromosome 	Nov 30 2006	Jun 27 2013  8:31:11:923PM
NC_008607.1	CP000483.1	202397	338966	58255	Pelobacter propionicus DSM 2379	plasmid pPRO1	Dec 1 2006	Jun 10 2013  5:52:24:270PM
NC_008608.1	CP000484.1	30722	338966	58255	Pelobacter propionicus DSM 2379	plasmid pPRO2	Dec 1 2006	May 23 2013 12:25:32:900PM
NC_008609.1	CP000482.1	4008000	338966	58255	Pelobacter propionicus DSM 2379	chromosome 	Dec 1 2006	Jun 10 2013  5:52:33:523PM
NC_008610.1	CP000488.1	1160782	413404	58645	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	chromosome 	Dec 4 2006	Jun 10 2013  5:52:47:276PM
NC_008611.1	CP000325.1	5631606	362242	62939	Mycobacterium ulcerans Agy99	chromosome 	Dec 4 2006	Jun 10 2013  5:53:03:813PM
NC_008618.1	AP009256.1	2089645	367928	58559	Bifidobacterium adolescentis ATCC 15703	chromosome 	Dec 7 2006	Jun 10 2013  5:53:21:900PM
